Symbol	Description
EVGI.OB	Evergreen International Corp
EVGUF.OB	Evergold Corp
EVIO.OB	Evio Inc
EVKIF.OB	Evonik Industries
EVKIY.OB	Evonik Industries Ag
EVLI.OB	Everlert Inc
EVLLF.OB	Enviroleach Technologies Inc
EVNVY.OB	Evn Ag ADR
EVOGF.OB	Evolving Gold Corp
EVOTF.OB	Evotec Se
EVRC.OB	Evercel Inc
EVRN.OB	Everock Inc
EVRRF.OB	Molecule Hldgs Inc
EVRZF.OB	Evraz Plc Ord
EVSBY.OB	Evs Broadcasting Equipment Sa
EVSLF.OB	Eve Sleep Plc.
EVSO.OB	Evolution Solar Corp
EVSP.OB	Environmental Serv
EVSV.OB	Enviro-Serv Inc
EVTCY.OB	Evotec Ag Ads
EVTI.OB	Eventure Interactive Inc
EVTN.OB	Enviro Tech U.S. Inc
EVTP.OB	Ev Transportation
EVTZF.OB	Evertz Technologies
EVUS.OB	Ev Charging USA Inc
EVVTY.OB	Evolution Gaming
EVXXF.OB	European Electric Metals Inc
EWCLF.OB	Energy World Corp Ltd
EWKS.OB	Earthworks Entmt &
EWLL.OB	Ewellness Healthcare Corp
EWLU.OB	Merion Inc
EWOOF.OB	Eastwood Bio-Med Cda
EWPMF.OB	Easts West Pete
EWRC.OB	Eworld Companies
EWST.OB	E-Waste Corp
EXBX.OB	Exobox Tech Corp
EXCC.OB	Excel Corp
EXCE.OB	Exco Resources Inc
EXCH.OB	Exchange Bankshares Inc
EXCOF.OB	Exco Technologies Ltd
EXDI.OB	Exactus Inc
EXEO.OB	Exeo Entertainment
EXETF.OB	Extendicare Inc
EXHI.OB	Exlites Holdings International Inc
EXLA.OB	Helmer Directional
EXMGF.OB	Excelsior Mng Corp
EXMT.OB	Exchange Mobile Telecommunications Corp
EXNT.OB	Enxnet Inc
EXPFF.OB	Experion Holdings Ltd
EXPGF.OB	Experian Plc
EXPGY.OB	Experian Plc ADR
EXPH.OB	Expo Holding Inc
EXPL.OB	Endurance Exploration Group Inc
EXRG.OB	Ecologix Resource
EXROF.OB	Exro Technologies Inc
EXRTF.OB	Exactearth
EXSO.OB	Cons Eco-Systems Inc
EXSR.OB	Exchange Bank
EXTC.OB	Exide Technologies
EXXAF.OB	Exxaro Resources Ltd
EXXRF.OB	Exor Holding NV
EYUBY.OB	Electricity Generating Public Co. Ltd
EZEN.OB	Ezenia Inc
EZIDF.OB	Ezion Holdings Ltd
EZOO.OB	Ezagoo Ltd
EZTD.OB	Eztd Inc
FABP.OB	Farmers Bancorp [In]
FACO.OB	First Acceptance Corp
FACYF.OB	Fancl Corp. [Yokahama Japan]
FAGI.OB	Full Alliance Group Inc
FAKC.OB	Facekey Corp
FALC.OB	Falconstor Software Inc
FAME.OB	Flamemaster Corp
FANUF.OB	Fanuc Ltd
FANUY.OB	Fanuc Ltd Unsp A
FARE.OB	World Moto Inc
FARYF.OB	Far Ltd
FASDF.OB	Fantasy Aces Daily Fantasy Sports Corp
FAVO.OB	Favo Realty Inc
FAXRF.OB	Fairfax Financial Holdings Ltd Cumulative Pfd Sh
FAXXF.OB	Fairfax Financial Holdings Ltd
FBAK.OB	First Natl Bk Alaska
FBASF.OB	Fibra Uno
FBAYF.OB	Fortune Bay
FBBPF.OB	Prologis Property Mexico Sa DE Cv
FBCD.OB	Fbc Hld Inc
FBCE.OB	Fibercore Inc
FBEC.OB	Fbec Worldwide Inc
FBIP.OB	Fnb Bancorp Inc [Pa]
FBMCF.OB	Buffalo Coal Corp
FBOHY.OB	Forbo Holdings Ag
FBOP.OB	Media Central Corporation Inc
FBPA.OB	Farmers Bank [Va]
FBPI.OB	First Bncp Ind
FBPRL.OB	First Bancorp 7.00% Non-Cumula
FBPRM.OB	First Bancorp 7.40 C
FBPRN.OB	First Bancorp 7.25 D
FBPRO.OB	First Bancorp Preferred Stock
FBPRP.OB	First Bcp Hld Pf A
FBRKF.OB	Fastbrick Robotics Ltd
FBSE.OB	Fastbase Inc
FBSFF.OB	Fabasoft Ag
FBSGF.OB	Fabled Silver Gold Corp
FBSI.OB	First Bancshares
FBTT.OB	First Bankers Trshs
FBVA.OB	Farmers Banksha Inc
FCBBF.OB	Finecobank Banca Fineco Spa
FCCN.OB	Fusa Capital Corp
FCCT.OB	First Community Corp
FCCTP.OB	First Comnty Corp A
FCELB.OB	Fuelcell Energy Pf B
FCGD.OB	First Colombia Gold Corp
FCHS.OB	First Choice Healthcare Solutions
FCIC.OB	FcCC Inc
FCIT.OB	First Citrus Bancorp
FCMGF.OB	Firm Capital Mortgage Investment Corp
FCNCB.OB	First Citizens Bks B
FCNE.OB	Four Corners Inc
FCOB.OB	1st Colonial Bcp PA
FCODF.OB	Financiere DE L'Odet
FCPB.OB	First Capital Bancsh
FCSMF.OB	Focus Metals Inc
FCTI.OB	Fact Inc
FCUUF.OB	Fission Uranium
FCUV.OB	Focus Universal Inc
FCXXF.OB	First Capital Real Estate Investment Trust
FDBH.OB	Founders Bay Holdings
FDBL.OB	Friendable Inc
FDCFF.OB	Forum Uranium Corp
FDCT.OB	Fdctech Inc
FDEI.OB	Fidelis Energy Inc
FDFT.OB	Foodfest Intl 2000
FDIT.OB	Findit Inc
FDMF.OB	Freedom Energy Hlds
FDMSF.OB	Fandom Sports Media Corp
FDOC.OB	Fuel Doctor Holdings Inc
FDRVF.OB	First Derivatives Plc
FDTC.OB	Fnds3000
FDVA.OB	The Freedom Bank of Virginia
FDVRF.OB	Facedrive Inc
FDVXF.OB	First Division Ventures Inc
FECCF.OB	Pacific Exploration & Production Corp
FECOF.OB	Fec Resources Inc
FEDC.OB	Federal Casters Corp
FEERF.OB	Freeport Resources Inc
FEKR.OB	Fertil-A-Chron Inc
FELTY.OB	Fuji Electric Holdin
FEOVF.OB	Oceanic Iron Ore Corp
FERGY.OB	Ferguson Plc
FERL.OB	Fearless Films Inc
FERLD.OB	Fearless Films Inc
FERN.OB	Fernhill Corp
FESNF.OB	First Re Invst TR
FESTF.OB	Hybrid Kinetic Group Ltd
FETM.OB	Fentura Finl Inc
FEWP.OB	Far East Wind Pwr
FEXXF.OB	Fjordland Expl Inc
FFDF.OB	Ffd Financial Corp
FFLO.OB	Free Flow Inc
FFLWF.OB	Fire & Flower Holdings Corp
FFMGF.OB	First Mining Gold Corp
FFMH.OB	First Fmrs Mrchts CO
FFMR.OB	First Farmers Financial Corp
FFNTF.OB	4Front Ventures Corp
FFOXF.OB	Firefox Gold Corp
FFPM.OB	Ffp Marketing CO Inc
FFRIF.OB	Fast Forward Innovations Ltd
FFRMF.OB	Future Farm Technologies Inc
FFTTF.OB	Fatfish Blockchain Ltd
FFWC.OB	Ffw Corp
FFXDF.OB	Fairfax India Ho-Sub
FFXXF.OB	Fairfax Africa Holdings
FFZY.OB	Fansfrenzy Corp
FGBDF.OB	First Global Data
FGCN.OB	Flagship Global Corp
FGCO.OB	Financial Gravity Companies Inc
FGFH.OB	Foresight Financial
FGFI.OB	First Greenwich Financial Inc
FGLDF.OB	Falcon Gold Corp
FGLHF.OB	Fgl Holdings
FGOVF.OB	Freegold Ventures
FGPHF.OB	First Graphene Ltd
FGPR.OB	Ferrellgas Partners LP
FGPRQ.OB	Ferrellgas Partners LP
FGROF.OB	Firstgroup Plc
FGROY.OB	Firstgroup Plc Uns ADR
FGRRF.OB	Fingerprint Cards Ab [Publ]
FGSGF.OB	Flat Glass Group CO Ltd
FHAI.OB	Fountain Healthy Aging
FHBC.OB	Fernhill Beverage Inc
FHBI.OB	First Home Bancorp Inc [Florida]
FHGDF.OB	Founder Holdings Ltd
FHLB.OB	Friendly Hills Bk
FHRT.OB	First Hartford Corp
FHTF.OB	Fht Future Tech Ltd
FIBH.OB	First Bancshares Inc
FIDS.OB	Fnb Inc [Ohio]
FIEB.OB	First Ic Corp
FIEIF.OB	Firesteel Res Inc
FIFG.OB	First Foods Group Inc
FIND.OB	Findex.com Inc
FINGF.OB	Finning International Inc
FINMF.OB	Finmeccanica Spa
FINMY.OB	Finmeccanica ADR
FINN.OB	First National of Nebraska Inc
FIOGF.OB	Fiore Gold Ltd
FIORF.OB	Fiore Cannabais Ltd
FISB.OB	1st Cap Bancorp
FISOF.OB	Fission 3.0
FITGF.OB	Foxconn Interconnect Technology Ltd
FITX.OB	Creative Edge Nutrition Inc
FIZN.OB	First Citizens Bancshares Inc [Dyersburg Tn]
FJHL.OB	Fovea Jewelry Holdings Ltd
FJTCY.OB	Fujitec CO Ltd [Japan] ADR
FJTNF.OB	Fuji Media Holdings Inc
FJTNY.OB	Fuji Media Holdings Inc ADR
FJTSF.OB	Fujitsu Ltd
FJTSY.OB	Fujitsu Ltd ADR
FKKFY.OB	Fukuoka Financial Group Inc
FKMCF.OB	Fokus Mng Corp
FKRAF.OB	Fiskars Oy Akt A
FKWL.OB	Franklin Wireless CO
FKYS.OB	First Keystone Corp
FLAF.OB	Farm Lands of Africa Inc
FLCX.OB	Flooidcx Corp
FLCXD.OB	Flooidcx Corp
FLDPF.OB	Frontline Gold Corp
FLES.OB	The 4 Less Group Inc
FLEW.OB	Fleetwood Bank Corp
FLFG.OB	Federal Life Group Inc
FLGMF.OB	Flagship Communities Real Estate Investment Trus
FLGZY.OB	Flughafen Zuerich Uns/Adr
FLIDY.OB	Flsmidth & Co. A/S
FLKDF.OB	Fih Group Plc
FLKI.OB	Falken Industries
FLMMF.OB	Filo Mining Corp
FLMNF.OB	Fielmann Ag
FLMNY.OB	Fielmann Ag
FLMP.OB	Flame Seal Products
FLNCF.OB	Freelancer Ltd
FLOD.OB	Flowery Gold Mines CO of Nevada
FLOOF.OB	Flower One Holdings Inc
FLRAF.OB	Essentra Plc
FLRE.OB	Flameret Inc
FLSS.OB	Forbes Energy Services Ltd
FLST.OB	Fuelstream Inc
FLTCF.OB	Filtronic Plc
FLTDF.OB	Flow Traders Cooperatief U A
FLUIF.OB	Fluidra Sa
FLURF.OB	Flurotech
FLWPF.OB	The Flowr
FLXI.OB	Flexiinternational Software Inc
FLXP.OB	Flexpower Inc
FLXT.OB	Flexpoint Sensor Sys
FLYLF.OB	Flyht Aerospace Solutions Ltd
FMANF.OB	Freeman Gold Corp
FMBL.OB	Farmers & Merch Bk
FMBM.OB	F&M Bank Corp
FMBN.OB	Farmers & Merchants Bancshares Inc
FMBRY.OB	Famous Brands Ltd
FMBV.OB	Full Motion Beverage
FMCB.OB	Farmers & Merch Bcp
FMCC.OB	Freddie Mac
FMCCG.OB	Freddie Mac Var Pfd
FMCCH.OB	Freddie Mac 5.10 Pfd
FMCCI.OB	Freddie Mac Var Pr B
FMCCJ.OB	Freddie Mac Pfd Q
FMCCK.OB	Freddie Mac 5.79
FMCCL.OB	Freddie Mac Var RTS
FMCCM.OB	Freddie Mac Noncum
FMCCN.OB	Freddie Mac Var N
FMCCO.OB	Freddie Mac 5.81 O
FMCCP.OB	Freddie Mac Pfd P
FMCCS.OB	Fed Homeln Pfd
FMCCT.OB	Federal Home Loan Mortgage Corp
FMCKI.OB	Federal Home Loan Mortgage Corp
FMCKJ.OB	Freddie Mac Pfd Z
FMCKK.OB	Fed Home Ln Mtg 5.0
FMCKL.OB	Freddie Mac 6.02 Pfd
FMCKM.OB	Federal Home Ln Mtg
FMCKN.OB	Federal Home Ln Mtg
FMCKO.OB	Fed Home Ln Mtg
FMCKP.OB	Freddie Mac 5.7 Pfd
FMCQF.OB	Fresenius Med Care A
FMCXF.OB	Foran Mining Corp
FMFG.OB	Farmers & Merchants Bank [Md]
FMFP.OB	First Community Financial Corp
FMGDF.OB	Fairmile Goldtech Inc
FMHS.OB	Farmhouse Inc
FMIA.OB	First Miami Bancorp Inc
FMNJ.OB	Franklin Mining Inc
FMOCF.OB	Fomento DE Construcciones Y Contratas Sa
FMOO.OB	F&M Bancorp
FMXUF.OB	Femsa Fomento Econ M
FMYR.OB	Family Room Entertainment Corp
FNAM.OB	Evolutionary Genomics Inc
FNAUF.OB	Four Nines Gold Inc
FNBCQ.OB	First Nbc Bank Holdi
FNBT.OB	Finemark Holdings Inc
FNCJF.OB	Fancamp Exploration
FNCNF.OB	Fincantieri Spa
FNCSF.OB	North American Financial 15 Split Corp
FNCTF.OB	France Telecom S.A.
FNDM.OB	Fund.com Inc
FNEC.OB	First National Energy Crp
FNFI.OB	First Niles Finl
FNGR.OB	Fingermotion Inc
FNGWF.OB	5G Networks Ltd
FNHM.OB	Fnbh Bancorp [Mi]
FNINF.OB	49 North Res Inc
FNLIF.OB	First Natl Finl Corp
FNLPF.OB	Fresnillo Plc
FNMA.OB	Fannie Mae
FNMAG.OB	Fannie Mae 5.375 I
FNMAH.OB	Federal Natl Mtg Pfd
FNMAI.OB	Fed Ntl Mtg Ser Q
FNMAJ.OB	Fannie Mae Pfd R
FNMAK.OB	Federal Natl Pfd N
FNMAL.OB	Fed Natl Mtg Pfd M
FNMAM.OB	Fannie Mae 5.81 H
FNMAN.OB	Federal National Mortgage Association
FNMAO.OB	Fannie Mae Noncum G
FNMAP.OB	Fannie Mae Pfd F
FNMAS.OB	Fannie Mae Pfd S
FNMAT.OB	Federal Natl Pfd T
FNMFM.OB	Fed Natl Mtg Pfd E
FNMFN.OB	Federal National Mortgage Association
FNMFO.OB	Fed Natl Mtg Pfd I
FNNCF.OB	Financial 15 Split Corp
FNNGD.OB	Health Logic Interactive Inc
FNNGF.OB	Fanlogic Interactive
FNNNF.OB	Finnair Oyj
FNNZF.OB	Fincanna Capital Corp
FNQQF.OB	Fineqia International Inc
FNRC.OB	1st NRG Corp
FNRG.OB	Forcefield Energy Inc
FNRN.OB	First Northern Comm Banc
FNSB.OB	Fns Bancshares Inc
FNXLF.OB	Fenix Financial Ltd
FNXTF.OB	Fenix Outdoor Intl Ltd
FOEAF.OB	Dolphin Drilling ASA
FOGCF.OB	Fogchain Corp
FOJCF.OB	Fortum Corp Finland
FOJCY.OB	Fortum Oyj
FOLGF.OB	Falcon Oil & Gas Ltd
FONU.OB	Fonu2 Inc
FORFF.OB	Fortis Inc 4.90% Prf Perpetual CAD 25 Ser F
FORU.OB	Foru Holdings Inc
FORW.OB	Forwardly Inc
FOSUF.OB	Fosun Intl Ltd
FOSYF.OB	Forsys Metals Corp
FOTB.OB	First Ottawa Bcsh DE
FOVSY.OB	Ford Otomotiv
FOYJ.OB	Foy Johnston Inc
FPAFF.OB	First Pacific CO Ord
FPAFY.OB	First Pacific CO Ltd
FPFI.OB	Fresh Promise Foods Inc
FPHAF.OB	Faron Pharmaceuticals Oy
FPHHF.OB	First Philippine Holdings Corp Fphc
FPLF.OB	First Pet Life
FPLPY.OB	Provident Fin Plc Ad
FPLSF.OB	5N Plus Inc
FPMI.OB	Fluoropharma Medical Inc
FPNUF.OB	Fp Newspapers Inc
FPOCF.OB	First Point Minerals
FPPP.OB	Fieldpoint Petroleum Corp
FPRGF.OB	Falco Pac Resource
FPRUF.OB	Fraport Ag Frankfurt Airport Services Worldwide
FPRUY.OB	Fraport Ag Frankfurt Airport Services Worldwide
FPVD.OB	Force Protection Video Equipment Corp
FPVTF.OB	Golden Pursuit Resources Ltd
FPWM.OB	1st Prestige Wealth
FQCC.OB	Fuquan Capital Management Inc
FQVLF.OB	First Quantum Minerals Ltd
FQVTF.OB	Fevertree Drinks Plc
FRACF.OB	Foraco Intl Marseil
FRANQ.OB	Francesca's Holdings
FRAZ.OB	Francisco Industries
FRCGF.OB	Faircourt Gold Income Corp
FRCN.OB	Firemans Contractors
FRCOF.OB	Fast Retailing CO Ltd
FRCOY.OB	Fast Retailing CO Ltd
FRDSF.OB	4Ds Memory Ltd
FREEF.OB	Freeseas Inc
FREGP.OB	Fed Hom Ln Mtg Cp 5
FREJN.OB	Federal Home Loan Mortgage Corp
FREJO.OB	Fed Home Ln Pfd
FREJP.OB	Federal Home 5.30%
FRERF.OB	Fremont Gold Ltd
FREVS.OB	First Rl-Est Invt TR NJ Sbi
FRFC.OB	First Robinson Finl Corp
FRFFF.OB	Fairfax Financial Holdings Ltd Cum 5 Yr Rate Res
FRFGF.OB	Fairfax Financial Holdings Ltd Pfd Shs Ser E 5 Y
FRFHF.OB	Fairfax Finl Hld Sub
FRFR.OB	Fritzy Tech Inc
FRFXF.OB	Fairfax Financial
FRFZF.OB	Fairfax Financial Holdings Ltd
FRGOL.OB	Wells Fargo & Co.
FRGY.OB	Frontier Energy
FRHHF.OB	Foras Hld Ser B Dkk100
FRHLF.OB	Freehold Royalty
FRHV.OB	Fresh Harvest Prodct
FRLI.OB	Frelii Inc
FRMA.OB	Firma Holdings Corp
FRMB.OB	Forum Mobile Inc
FRMC.OB	Formcap Corp
FRMO.OB	Frmo Corp
FRMUF.OB	Firm Capital Property Trust
FRNV.OB	Frontera Investment Inc
FRNWF.OB	Future Plc
FRPRF.OB	4D Pharma Plc.
FRRPF.OB	Fiera Capital Corp
FRRSF.OB	Far Resources Ltd
FRRVF.OB	Ferrovial S.A.
FRRVY.OB	Ferrovial Sa ADR
FRSB.OB	First Resource Bank
FRSHY.OB	China Jinmao Holdings Group Ltd
FRSI.OB	First Rate Staffing Corp
FRTAY.OB	Freenet Ag
FRTCF.OB	Far East Consortium Intl
FRTD.OB	Fortitude Group Inc
FRTG.OB	Frontera Group Inc
FRTN.OB	Fortran Corp
FRXX.OB	Forecross Corp
FRZT.OB	Freeze Tag Inc
FSAM.OB	Fifth Street
FSCR.OB	Federal Screw Work
FSDK.OB	First Citizens National Bank [Upper Sandusky Oh]
FSEI.OB	First Seismic Corp
FSGB.OB	First Federal of South Carolina Federal Savings
FSHRF.OB	Feishang Anthracite
FSMK.OB	1st Summit Bancorp Johnstown
FSNR.OB	Freestone Resources
FSNUF.OB	Fresenius Se & CO Kgaa
FSNUY.OB	Fresenius Se & CO Kg
FSOYF.OB	F-Secure Oyj
FSPKF.OB	Fisher & Paykel Hlth
FSPM.OB	Fusion Pharm Inc
FSRL.OB	First Reliance Bk SC
FSSLY.OB	Fossal Saa
FSSN.OB	Fision Corp
FSTF.OB	First State Fincl Corp
FSTJ.OB	First America Res Corp
FSUGY.OB	Fortescue Metal
FSUMF.OB	Fortescue Metal Grp
FSVEF.OB	Firestone Ventures Inc
FSWA.OB	First Sound Bk [Wa]
FSXLF.OB	Fosterville South Expl Ltd
FTBGF.OB	Bidstack Group Plc
FTBYF.OB	Fortune Bay Corp
FTCGF.OB	First Trust Global Funds Plc
FTCPF.OB	First Trust Global Funds Plc
FTDL.OB	Firstime Design Ltd
FTDPF.OB	First Trust Global Funds Plc Ucits ETF Eurozone
FTEG.OB	For The Earth Corp
FTFY.OB	Fit After Fifty Inc
FTGFF.OB	Firan Technology Group Corp
FTGI.OB	Finotec Group Inc
FTLF.OB	Fitlife Brands Inc
FTMDF.OB	Fortune Minerals Ltd
FTMNF.OB	Fortress Minerals CO
FTMR.OB	Fortem Resources Inc
FTPM.OB	420 Property Management Inc
FTRCQ.OB	Frontier Communications Corp
FTRPF.OB	Field Trip Health Ltd
FTRS.OB	Futuris CO
FTRSF.OB	Fortis Inc Cumulative Redeemable 5 Yr Fixed Rate
FTSSF.OB	First Cobalt
FTWS.OB	Flitways Technology Inc
FTXP.OB	Foothills Exploration Inc
FUAIF.OB	Funai Electric Co. Ltd
FUAIY.OB	Funai Electric CO Ltd ADR
FUAPF.OB	Fundamental Applications
FUBAF.OB	Futaba Corp
FUCIF.OB	FT Global Funds Value Line Div Index
FUGI.OB	Fuego Enterprises
FUIG.OB	Fusion Interactive Corp
FUJHF.OB	Fuji Heavy Inds Ltd
FUJHY.OB	Fuji Heavy Inds ADR
FUJIF.OB	Fujifilm Holdings Cp
FUJIY.OB	Fujifilm Hlds Corp
FULO.OB	Fullnet Communications Inc
FUNFF.OB	Fansunite Entertainment Inc
FUNN.OB	Amfil Technologies
FUPBY.OB	Fuchs Petrolub Se
FURCF.OB	Faurecia Se
FURGF.OB	Furgo NV EUR .20 Ord
FUSEF.OB	Fuse Cobalt Inc
FUST.OB	Fuse Group Holding Inc
FUTL.OB	Futureland Corp
FUTS.OB	Future Science Holdings Inc
FUWAY.OB	Furukawa Elec Ltd Ad
FVANF.OB	First Vanadium Corp
FVGCF.OB	Fire River Gold Corp
FVPI.OB	Fv Pharma International Corp
FVRG.OB	Forevergreen Worldwide Corp
FVSTA.OB	Far Vista Petroleum Corp
FVTI.OB	Fortune Valley Treasures
FVVSF.OB	Five Star Diamonds Ltd
FWAV.OB	Fourth Wave Energy Inc
FWDEQ.OB	Fieldwood Energy Inc
FWDG.OB	Futureworld Energy
FWEDF.OB	Fireweed Zinc Ltd
FXBY.OB	Foxby Corp
FXCNF.OB	Fih Mobile Ltd
FXCNY.OB	Foxconn Intl Hld ADR
FXFLF.OB	Fairfax Finl Hlds
FXLG.OB	F S Bancorp Lagrange
FXRVF.OB	Four Rivers Resources Inc
FXTGY.OB	Foxtons Group Plc
FYMNF.OB	Finlay Minerals Ltd
FYRTY.OB	Familymart Co.Ltd
FZMD.OB	Fuse Medical Inc
FZRO.OB	Flashzero Corp
GABK.OB	Grand Bank Corp
GABLF.OB	Gabriellas Kitchen Inc
GACR.OB	Green Automotive CO
GADS.OB	Gadsen Properties Inc
GAEC.OB	Gulf Alternative Engy Crp
GAERF.OB	Grupo Aeroportuario Del Centro Norte Sab DE Cv
GAFL.OB	Great American Financial Corp
GAHC.OB	Global Arena Hld
GAHD.OB	Global Agricultural Hldgs
GALKF.OB	Galantas Gold Cp
GALOF.OB	Galore Res Inc
GALXF.OB	Galaxy Res Ltd
GAMN.OB	Great Amer Food
GAPFF.OB	Aimia Inc
GAPJ.OB	Golden Apple Oil & Gas Inc
GARB.OB	Garb Oil & Power Corp
GARLF.OB	Netcoins Holdings Inc
GARPF.OB	Golden Agri-Resources Limited
GARPY.OB	Golden Agri-Res ADR
GARWF.OB	Golden Arrow Resources Corp
GASE.OB	Great East Energy
GASNY.OB	Gas Natural ADR
GASXF.OB	Ng Energy Intl Corp
GATGD.OB	Gatling Exploration Inc
GATGF.OB	Gatling Exploration Inc
GAWK.OB	Gawk Inc
GAXY.OB	Galaxy Next Generation Inc
GAYGF.OB	Galway Gold
GAYMF.OB	Galway Metals
GAZZF.OB	Ipath.B Natural Gas Subindex TR ETN
GBBEF.OB	Ipath Goldman Sachs Gbp/Usd Exchange Rate ETN
GBBFF.OB	Granada Gold Mine Inc
GBBGF.OB	Global Li-Ion Graphite Corp
GBBT.OB	Global Boatworks Holdings Inc
GBCHF.OB	Metaverse Cap Corp
GBCS.OB	Global Casinos Inc
GBEI.OB	Great Basin Energies Inc
GBEN.OB	Global Resource Energy Inc
GBERF.OB	Geberit Ag Jona
GBERY.OB	Geberit Ag ADR
GBGD.OB	Global Gold Corp
GBHL.OB	Global Entmt Hld Inc
GBHPF.OB	Global Hemp Grp
GBIM.OB	Globeimmune Cm
GBLBF.OB	Groupe Bruxelles
GBLBY.OB	Groupe Bruxelles Lambert ADR
GBLEF.OB	Global Energy Metals
GBLTF.OB	Gblt Corp
GBLX.OB	Growblox Sciences Inc
GBNW.OB	Global Networks Corp
GBNXF.OB	Gibson Energy
GBOKF.OB	Greenbrook Tms
GBOOF.OB	Grupo Fin Banorte Se
GBOOY.OB	Grupo Financiero ADR
GBRIF.OB	Golden Band Resources Inc
GBRRF.OB	Gabriel Resources Ltd
GBTC.OB	Bitcoin Invt TR
GBXI.OB	Gbx Intl Group Inc
GBXPY.OB	Via Varejo Sa
GCAN.OB	Greater Cannabis Company
GCCFF.OB	Golden Cariboo Resources Ltd
GCEC.OB	CEF GS Connect ETN Claymore
GCEH.OB	Global Clean Energy
GCEI.OB	Global Clean Energy Inc
GCFB.OB	Granite City Food and Brewery Ltd
GCFFF.OB	Goldcliff Resource Corp
GCGMF.OB	Great Canadian Gamin
GCGX.OB	Global Consortium Inc
GCHEF.OB	Grupo Comercial Chedrui Sab DE Cv
GCHK.OB	Greenchek Technology Inc
GCIN.OB	Gc International Inc
GCLL.OB	Greencell Inc
GCLT.OB	Gainclients Inc
GCOMF.OB	Gocompare.com Group Plc
GCPEF.OB	Gcl-Poly Energy Hld
GCPL.OB	Global Cap Ptnrs Inc
GCRIF.OB	Rogue Resources Inc Ord
GCTAF.OB	Gamesa Corp Tecn S.A.
GCTAY.OB	Gamesa Corporacion
GCWOF.OB	Grupo Cementos DE Chihuahua S.A. DE C.V.
GCXXF.OB	Granite Creek Copper Ltd
GCYO.OB	Gold Canyon Bank AZ
GDAR.OB	Golden Age Resources Inc
GDDCF.OB	Goldspot Discoveries Corp
GDDFF.OB	Goodfood Market
GDET.OB	Gd Entertainment & Technology Inc
GDIFF.OB	Gdi Integrated Facility Services Inc
GDLC.OB	Grayscale Digital Large Cap Fund Llc
GDLLF.OB	Geodrill Ltd Ord
GDLNF.OB	Greenland Minerals
GDMID.OB	Goldstar Minerals Inc
GDMK.OB	Global Diversified Marketing Group Inc
GDMRF.OB	Golden Dawn Minerals
GDNGY.OB	Pt Perusahaan Rokok Tjap Gudang Garam Tbk ADR
GDPEF.OB	Resource Cap Gold Corp
GDPHF.OB	Golden Pheasant Res Ltd
GDQMF.OB	Goldquest Mining Corp
GDRZF.OB	Gold Reserve Inc
GDSI.OB	Global Digital Soltn
GDSKF.OB	Goldspike Exploration Inc
GDVM.OB	Global Develpmts
GDVTZ.OB	Gould Investors L.P.
GDXRF.OB	Goldex Resources Corp
GEAGY.OB	Gea Group Ag ADR
GEAHF.OB	Great Eagle Hld H $
GEATF.OB	Gea Technologies Ltd
GEBHF.OB	Genting Berhad
GEBHY.OB	Genting Berhad Spons
GEBRF.OB	Greenbriar Capital Corp
GECFF.OB	Gecina Act Nom
GEECF.OB	Global Environmtl En
GEENQ.OB	Global Eagle Entrtn
GEFI.OB	Geo Finance Corp
GEGI.OB	Genesis Electronics
GEGP.OB	Gold Entertainment Group Inc
GEGR.OB	Gaensel Energy Group Inc
GEGYF.OB	Genel Energy Plc
GEHDY.OB	Great Eastern Holdings Ltd
GEIN.OB	Genesys Industries Inc
GELGF.OB	Chatham Rock Phosphate Ltd
GELV.OB	Green Energy Live
GELYF.OB	Geely Automobile Hld
GELYY.OB	Geely Auto Hlds ADR
GENGF.OB	Gear Energy
GENH.OB	Generation Hemp Inc
GENMF.OB	Generation Mining Ltd
GENSF.OB	Genus Plc
GENX.OB	Genex Pharmaceutical
GEOR.OB	Geopetro Resources CO
GERFF.OB	Glen Eagle Resources
GERS.OB	Greenshift Corp
GESI.OB	General European Strategic Invts Inc
GETH.OB	Green Envirotech
GEVI.OB	General Envirnmt MGT
GFASY.OB	Gafisa S.A.
GFCI.OB	Grifco International Inc
GFCJ.OB	Guaranty Financial
GFDV.OB	General Finance & Dev Inc
GFGSF.OB	Gfg Resources
GFGU.OB	Getfugu Inc
GFIOF.OB	Gold Fields Ltd
GFKRF.OB	Opus One Gold Corp
GFKSY.OB	Gulf Keystone Petroleum Ltd
GFMH.OB	Goliath Film & Media Holdings
GFOO.OB	Genufood Energy Enzymes Corp
GFSZF.OB	G4S Plc Ord Shs
GFSZY.OB	G4S Plc ADR
GFTRF.OB	Goldn Futures Minerals Corp
GFTX.OB	Global Fiber Technologies Inc
GGAZF.OB	Goldgroup Mng Inc
GGBBF.OB	Lxrandco
GGBL.OB	Guar Global Ltd
GGBXF.OB	Green Growth Brands Inc
GGCPF.OB	Generic Gold Corp
GGDVF.OB	Guangdong Investment
GGDVY.OB	Guangdong Investment
GGGOF.OB	Galane Gold Ltd
GGGRF.OB	Global Gardens Group
GGIFF.OB	Garibaldi Res Corp
GGII.OB	Green Globe Intl Inc
GGISF.OB	Genesis Metals Corp
GGLDF.OB	Getchell Gold Corp [Canada]
GGLT.OB	Giant Group Ltd
GGLXF.OB	Ggl Resources Corp
GGNNW.OB	Genocea Biosciences Inc WT Cl A
GGNPF.OB	Pt Gudang Garam IDR
